Year,Month,Day,Block,Row,Column,Rep,Emergence
2019,7,26,13,4,B,2,10
2019,7,26,13,4,C,1,19
2019,7,26,13,4,C,2,
2019,7,26,13,4,D,1,9
2019,7,26,13,4,D,2,21
2019,7,26,14,1,A,1,5
2019,7,26,14,1,A,2,4
2019,7,26,14,1,B,1,0
2019,7,26,14,1,B,2,0
2019,7,26,14,1,C,1,0
2019,7,26,14,1,C,2,2
2019,7,26,14,1,D,1,0
2019,7,26,14,1,D,2,5
2019,7,26,14,2,A,1,1
2019,7,26,14,2,A,2,3
2019,7,26,14,2,B,1,9
2019,7,26,14,2,B,2,
2019,7,26,14,2,C,1,9
2019,7,26,14,2,C,2,
2019,7,26,14,2,D,1,2
2019,7,26,14,2,D,2,
2019,7,26,15,3,A,1,0
2019,7,26,15,3,A,2,0
2019,7,26,15,3,B,1,4
2019,7,26,15,3,B,2,
2019,7,26,15,3,C,1,3
2019,7,26,15,3,C,2,6
2019,7,26,15,3,D,1,0
2019,7,26,15,3,D,2,
2019,7,26,15,4,A,1,33
2019,7,26,15,4,A,2,
2019,7,26,15,4,B,1,9
2019,7,26,15,4,B,2,11
2019,7,26,15,4,C,1,6
2019,7,26,15,4,C,2,7
2019,7,26,15,4,D,1,5
2019,7,26,15,4,D,2,2
2019,7,26,16,1,A,1,1
2019,7,26,16,1,A,2,1
2019,7,26,16,1,B,1,6
2019,7,26,16,1,B,2,11
2019,7,26,16,1,C,1,20
2019,7,26,16,1,C,2,
2019,7,26,16,1,D,1,2
2019,7,26,16,1,D,2,2
2019,7,26,16,2,A,1,5
2019,7,26,16,2,A,2,3
2019,7,26,16,2,B,1,19
2019,7,26,16,2,B,2,17
2019,7,26,16,2,C,1,9
2019,7,26,16,2,C,2,
2019,7,26,16,2,D,1,7
2019,7,26,16,2,D,2,
2019,7,26,17,3,A,1,2
2019,7,26,17,3,A,2,4
2019,7,26,17,3,B,1,30
2019,7,26,17,3,B,2,
2019,7,26,17,3,C,1,7
2019,7,26,17,3,C,2,
2019,7,26,17,3,D,1,3
2019,7,26,17,3,D,2,5
2019,7,26,17,4,A,1,3
2019,7,26,17,4,A,2,6
2019,7,26,17,4,B,1,0
2019,7,26,17,4,B,2,0
2019,7,26,17,4,C,1,2
2019,7,26,17,4,C,2,5
2019,7,26,17,4,D,1,6
2019,7,26,17,4,D,2,
2019,7,29,10,1,A,1,5
2019,7,29,10,1,A,2,5
2019,7,29,10,1,B,1,10
2019,7,29,10,1,B,2,8
2019,7,29,10,1,C,1,0
2019,7,29,10,1,C,2,2
2019,7,29,10,1,D,1,9
2019,7,29,10,1,D,2,
2019,7,29,10,2,A,1,21
2019,7,29,10,2,A,2,
2019,7,29,10,2,B,1,5
2019,7,29,10,2,B,2,10
2019,7,29,10,2,C,1,5
2019,7,29,10,2,C,2,7
2019,7,29,10,2,D,1,3
2019,7,29,10,2,D,2,0
2019,7,29,11,3,A,1,54
2019,7,29,11,3,A,2,
2019,7,29,11,3,B,1,1
2019,7,29,11,3,B,2,7
2019,7,29,11,3,C,1,3
2019,7,29,11,3,C,2,4
2019,7,29,11,3,D,1,24
2019,7,29,11,3,D,2,
2019,7,29,11,4,A,1,4
2019,7,29,11,4,A,2,6
2019,7,29,11,4,B,1,0
2019,7,29,11,4,B,2,4
2019,7,29,11,4,C,1,7
2019,7,29,11,4,C,2,10
2019,7,29,11,4,D,1,22
2019,7,29,11,4,D,2,
2019,7,29,12,1,A,1,2
2019,7,29,12,1,A,2,1
2019,7,29,12,1,B,1,8
2019,7,29,12,1,B,2,23
2019,7,29,12,1,C,1,3
2019,7,29,12,1,C,2,2
2019,7,29,12,1,D,1,1
2019,7,29,12,1,D,2,2
2019,7,29,12,2,A,1,10
2019,7,29,12,2,A,2,
2019,7,29,12,2,B,1,3
2019,7,29,12,2,B,2,2
2019,7,29,12,2,C,1,25
2019,7,29,12,2,C,2,
2019,7,29,12,2,D,1,1
2019,7,29,12,2,D,2,4
2019,7,29,13,3,A,1,16
2019,7,29,13,3,A,2,
2019,7,29,13,3,B,1,4
2019,7,29,13,3,B,2,2
2019,7,29,13,3,C,1,4
2019,7,29,13,3,C,2,2
2019,7,29,13,3,D,1,0
2019,7,29,13,3,D,2,0
2019,7,29,13,4,A,1,16
2019,7,29,13,4,A,2,9
2019,7,29,13,4,B,1,5
2019,7,29,13,4,B,2,9
2019,7,29,13,4,C,1,20
2019,7,29,13,4,C,2,
2019,7,29,13,4,D,1,4
2019,7,29,13,4,D,2,8
2019,7,29,14,1,A,1,3
2019,7,29,14,1,A,2,2
2019,7,29,14,1,B,1,0
2019,7,29,14,1,B,2,0
2019,7,29,14,1,C,1,4
2019,7,29,14,1,C,2,3
2019,7,29,14,1,D,1,2
2019,7,29,14,1,D,2,5
2019,7,29,14,2,A,1,0
2019,7,29,14,2,A,2,3
2019,7,29,14,2,B,1,10
2019,7,29,14,2,B,2,
2019,7,29,14,2,C,1,7
2019,7,29,14,2,C,2,
2019,7,29,14,2,D,1,3
2019,7,29,14,2,D,2,
2019,7,29,15,3,A,1,0
2019,7,29,15,3,A,2,0
2019,7,29,15,3,B,1,5
2019,7,29,15,3,B,2,
2019,7,29,15,3,C,1,5
2019,7,29,15,3,C,2,5
2019,7,29,15,3,D,1,0
2019,7,29,15,3,D,2,0
2019,7,29,15,4,A,1,27
2019,7,29,15,4,A,2,
2019,7,29,15,4,B,1,4
2019,7,29,15,4,B,2,5
2019,7,29,15,4,C,1,4
2019,7,29,15,4,C,2,4
2019,7,29,15,4,D,1,4
2019,7,29,15,4,D,2,2
2019,7,29,16,1,A,1,1
2019,7,29,16,1,A,2,2
2019,7,29,16,1,B,1,1
2019,7,29,16,1,B,2,15
2019,7,29,16,1,C,1,18
2019,7,29,16,1,C,2,
2019,7,29,16,1,D,1,3
2019,7,29,16,1,D,2,1
2019,7,29,16,2,A,1,6
2019,7,29,16,2,A,2,1
2019,7,29,16,2,B,1,16
2019,7,29,16,2,B,2,19
2019,7,29,16,2,C,1,9
2019,7,29,16,2,C,2,
2019,7,29,16,2,D,1,4
2019,7,29,16,2,D,2,
2019,7,29,17,3,A,1,2
2019,7,29,17,3,A,2,5
2019,7,29,17,3,B,1,22
2019,7,29,17,3,B,2,
2019,7,29,17,3,C,1,4
2019,7,29,17,3,C,2,
2019,7,29,17,3,D,1,3
2019,7,29,17,3,D,2,2
2019,7,29,17,4,A,1,3
2019,7,29,17,4,A,2,4
2019,7,29,17,4,B,1,0
2019,7,29,17,4,B,2,0
2019,7,29,17,4,C,1,0
2019,7,29,17,4,C,2,2
2019,7,29,17,4,D,1,7
2019,7,29,17,4,D,2,
2019,7,31,10,1,A,1,4
2019,7,31,10,1,A,2,5
2019,7,31,10,1,B,1,10
2019,7,31,10,1,B,2,8
2019,7,31,10,1,C,1,0
2019,7,31,10,1,C,2,1
2019,7,31,10,1,D,1,7
2019,7,31,10,1,D,2,
2019,7,31,10,2,A,1,17
2019,7,31,10,2,A,2,
2019,7,31,10,2,B,1,4
2019,7,31,10,2,B,2,9
2019,7,31,10,2,C,1,2
2019,7,31,10,2,C,2,0
2019,7,31,10,2,D,1,1
2019,7,31,10,2,D,2,0
2019,7,31,11,3,A,1,3
2019,7,31,11,3,A,2,3
2019,7,31,11,3,B,1,1
2019,7,31,11,3,B,2,0
2019,7,31,11,3,C,1,2
2019,7,31,11,3,C,2,3
2019,7,31,11,3,D,1,25
2019,7,31,11,3,D,2,
2019,7,31,11,4,A,1,5
2019,7,31,11,4,A,2,4
2019,7,31,11,4,B,1,0
2019,7,31,11,4,B,2,3
2019,7,31,11,4,C,1,6
2019,7,31,11,4,C,2,10
2019,7,31,11,4,D,1,19
2019,7,31,11,4,D,2,
2019,7,31,12,1,A,1,2
2019,7,31,12,1,A,2,1
2019,7,31,12,1,B,1,6
2019,7,31,12,1,B,2,14
2019,7,31,12,1,C,1,3
2019,7,31,12,1,C,2,2
2019,7,31,12,1,D,1,1
2019,7,31,12,1,D,2,1
2019,7,31,12,2,A,1,11
2019,7,31,12,2,A,2,
2019,7,31,12,2,B,1,3
2019,7,31,12,2,B,2,2
2019,7,31,12,2,C,1,24
2019,7,31,12,2,C,2,
2019,7,31,12,2,D,1,1
2019,7,31,12,2,D,2,3
2019,7,31,13,3,A,1,14
2019,7,31,13,3,A,2,
2019,7,31,13,3,B,1,3
2019,7,31,13,3,B,2,0
2019,7,31,13,3,C,1,4
2019,7,31,13,3,C,2,2
2019,7,31,13,3,D,1,0
2019,7,31,13,3,D,2,0
2019,7,31,13,4,A,1,14
2019,7,31,13,4,A,2,10
2019,7,31,13,4,B,1,4
2019,7,31,13,4,B,2,12
2019,7,31,13,4,C,1,20
2019,7,31,13,4,C,2,
2019,7,31,13,4,D,1,4
2019,7,31,13,4,D,2,8
2019,7,31,14,1,A,1,2
2019,7,31,14,1,A,2,1
2019,7,31,14,1,B,1,0
2019,7,31,14,1,B,2,0
2019,7,31,14,1,C,1,3
2019,7,31,14,1,C,2,2
2019,7,31,14,1,D,1,2
2019,7,31,14,1,D,2,5
2019,7,31,14,2,A,1,1
2019,7,31,14,2,A,2,1
2019,7,31,14,2,B,1,9
2019,7,31,14,2,B,2,
2019,7,31,14,2,C,1,7
2019,7,31,14,2,C,2,
2019,7,31,14,2,D,1,4
2019,7,31,14,2,D,2,
2019,7,31,15,3,A,1,0
2019,7,31,15,3,A,2,0
2019,7,31,15,3,B,1,2
2019,7,31,15,3,B,2,
2019,7,31,15,3,C,1,5
2019,7,31,15,3,C,2,6
2019,7,31,15,3,D,1,0
2019,7,31,15,3,D,2,0
2019,7,31,15,4,A,1,27
2019,7,31,15,4,A,2,
2019,7,31,15,4,B,1,4
2019,7,31,15,4,B,2,3
2019,7,31,15,4,C,1,3
2019,7,31,15,4,C,2,2
2019,7,31,15,4,D,1,3
2019,7,31,15,4,D,2,2
2019,7,31,16,1,A,1,1
2019,7,31,16,1,A,2,2
2019,7,31,16,1,B,1,2
2019,7,31,16,1,B,2,3
2019,7,31,16,1,C,1,16
2019,7,31,16,1,C,2,
2019,7,31,16,1,D,1,2
2019,7,31,16,1,D,2,2
2019,7,31,16,2,A,1,4
2019,7,31,16,2,A,2,1
2019,7,31,16,2,B,1,16
2019,7,31,16,2,B,2,16
2019,7,31,16,2,C,1,9
2019,7,31,16,2,C,2,
2019,7,31,16,2,D,1,4
2019,7,31,16,2,D,2,
2019,7,31,17,3,A,1,3
2019,7,31,17,3,A,2,4
2019,7,31,17,3,B,1,19
2019,7,31,17,3,B,2,
2019,7,31,17,3,C,1,6
2019,7,31,17,3,C,2,
2019,7,31,17,3,D,1,3
2019,7,31,17,3,D,2,1
2019,7,31,17,4,A,1,3
2019,7,31,17,4,A,2,1
2019,7,31,17,4,B,1,0
2019,7,31,17,4,B,2,0
2019,7,31,17,4,C,1,0
2019,7,31,17,4,C,2,2
2019,7,31,17,4,D,1,6
2019,7,31,17,4,D,2,
