Year,Month,Day,Block,Row,Column,Rep,Emergence
2019,6,28,1,2,A,1,3
2019,6,28,1,2,A,2,
2019,6,28,1,2,B,1,12
2019,6,28,1,2,B,2,15
2019,6,28,1,2,C,1,4
2019,6,28,1,2,C,2,4
2019,6,28,1,2,D,1,5
2019,6,28,1,2,D,2,6
2019,6,28,2,3,A,1,2
2019,6,28,2,3,A,2,1
2019,6,28,2,3,B,1,6
2019,6,28,2,3,B,2,2
2019,6,28,2,3,C,1,16
2019,6,28,2,3,C,2,11
2019,6,28,2,3,D,1,6
2019,6,28,2,3,D,2,
2019,6,28,2,4,A,1,3
2019,6,28,2,4,A,2,3
2019,6,28,2,4,B,1,5
2019,6,28,2,4,B,2,7
2019,6,28,2,4,C,1,12
2019,6,28,2,4,C,2,14
2019,6,28,2,4,D,1,3
2019,6,28,2,4,D,2,
2019,6,28,3,1,A,1,5
2019,6,28,3,1,A,2,9
2019,6,28,3,1,B,1,11
2019,6,28,3,1,B,2,23
2019,6,28,3,1,C,1,4
2019,6,28,3,1,C,2,8
2019,6,28,3,1,D,1,4
2019,6,28,3,1,D,2,8
2019,6,28,3,2,A,1,2
2019,6,28,3,2,A,2,
2019,6,28,3,2,B,1,1
2019,6,28,3,2,B,2,3
2019,6,28,3,2,C,1,0
2019,6,28,3,2,C,2,
2019,6,28,3,2,D,1,0
2019,6,28,3,2,D,2,3
2019,6,28,4,3,A,1,15
2019,6,28,4,3,A,2,
2019,6,28,4,3,B,1,4
2019,6,28,4,3,B,2,3
2019,6,28,4,3,C,1,5
2019,6,28,4,3,C,2,3
2019,6,28,4,3,D,1,5
2019,6,28,4,3,D,2,2
2019,6,28,4,4,A,1,3
2019,6,28,4,4,A,2,5
2019,6,28,4,4,B,1,6
2019,6,28,4,4,B,2,7
2019,6,28,4,4,C,1,6
2019,6,28,4,4,C,2,
2019,6,28,4,4,D,1,27
2019,6,28,4,4,D,2,11
2019,7,1,1,1,A,1,2
2019,7,1,1,1,A,2,1
2019,7,1,1,1,B,1,7
2019,7,1,1,1,B,2,2
2019,7,1,1,1,C,1,2
2019,7,1,1,1,C,2,4
2019,7,1,1,1,D,1,0
2019,7,1,1,1,D,2,
2019,7,1,1,2,A,1,2
2019,7,1,1,2,A,2,
2019,7,1,1,2,B,1,12
2019,7,1,1,2,B,2,15
2019,7,1,1,2,C,1,2
2019,7,1,1,2,C,2,1
2019,7,1,1,2,D,1,3
2019,7,1,1,2,D,2,5
2019,7,1,2,3,A,1,3
2019,7,1,2,3,A,2,3
2019,7,1,2,3,B,1,9
2019,7,1,2,3,B,2,5
2019,7,1,2,3,C,1,16
2019,7,1,2,3,C,2,10
2019,7,1,2,3,D,1,4
2019,7,1,2,3,D,2,
2019,7,1,2,4,A,1,3
2019,7,1,2,4,A,2,4
2019,7,1,2,4,B,1,5
2019,7,1,2,4,B,2,9
2019,7,1,2,4,C,1,12
2019,7,1,2,4,C,2,12
2019,7,1,2,4,D,1,6
2019,7,1,2,4,D,2,
2019,7,1,3,1,A,1,5
2019,7,1,3,1,A,2,10
2019,7,1,3,1,B,1,14
2019,7,1,3,1,B,2,23
2019,7,1,3,1,C,1,4
2019,7,1,3,1,C,2,9
2019,7,1,3,1,D,1,4
2019,7,1,3,1,D,2,7
2019,7,1,3,2,A,1,2
2019,7,1,3,2,A,2,
2019,7,1,3,2,B,1,1
2019,7,1,3,2,B,2,3
2019,7,1,3,2,C,1,0
2019,7,1,3,2,C,2,
2019,7,1,3,2,D,1,0
2019,7,1,3,2,D,2,3
2019,7,1,4,3,A,1,13
2019,7,1,4,3,A,2,
2019,7,1,4,3,B,1,4
2019,7,1,4,3,B,2,3
2019,7,1,4,3,C,1,5
2019,7,1,4,3,C,2,2
2019,7,1,4,3,D,1,6
2019,7,1,4,3,D,2,2
2019,7,1,4,4,A,1,7
2019,7,1,4,4,A,2,5
2019,7,1,4,4,B,1,6
2019,7,1,4,4,B,2,6
2019,7,1,4,4,C,1,9
2019,7,1,4,4,C,2,
2019,7,1,4,4,D,1,32
2019,7,1,4,4,D,2,12
2019,7,3,1,1,A,1,2
2019,7,3,1,1,A,2,0
2019,7,3,1,1,B,1,6
2019,7,3,1,1,B,2,2
2019,7,3,1,1,C,1,2
2019,7,3,1,1,C,2,3
2019,7,3,1,1,D,1,0
2019,7,3,1,1,D,2,
2019,7,3,1,2,A,1,4
2019,7,3,1,2,A,2,
2019,7,3,1,2,B,1,12
2019,7,3,1,2,B,2,13
2019,7,3,1,2,C,1,2
2019,7,3,1,2,C,2,2
2019,7,3,1,2,D,1,3
2019,7,3,1,2,D,2,5
2019,7,3,2,3,A,1,3
2019,7,3,2,3,A,2,3
2019,7,3,2,3,B,1,7
2019,7,3,2,3,B,2,5
2019,7,3,2,3,C,1,7
2019,7,3,2,3,C,2,3
2019,7,3,2,3,D,1,4
2019,7,3,2,3,D,2,
2019,7,3,2,4,A,1,3
2019,7,3,2,4,A,2,3
2019,7,3,2,4,B,1,5
2019,7,3,2,4,B,2,7
2019,7,3,2,4,C,1,8
2019,7,3,2,4,C,2,10
2019,7,3,2,4,D,1,2
2019,7,3,2,4,D,2,
2019,7,3,3,1,A,1,5
2019,7,3,3,1,A,2,5
2019,7,3,3,1,B,1,9
2019,7,3,3,1,B,2,16
2019,7,3,3,1,C,1,4
2019,7,3,3,1,C,2,9
2019,7,3,3,1,D,1,4
2019,7,3,3,1,D,2,7
2019,7,3,3,2,A,1,1
2019,7,3,3,2,A,2,
2019,7,3,3,2,B,1,1
2019,7,3,3,2,B,2,3
2019,7,3,3,2,C,1,0
2019,7,3,3,2,C,2,
2019,7,3,3,2,D,1,0
2019,7,3,3,2,D,2,2
2019,7,3,4,3,A,1,10
2019,7,3,4,3,A,2,
2019,7,3,4,3,B,1,3
2019,7,3,4,3,B,2,3
2019,7,3,4,3,C,1,4
2019,7,3,4,3,C,2,2
2019,7,3,4,3,D,1,6
2019,7,3,4,3,D,2,2
2019,7,3,4,4,A,1,6
2019,7,3,4,4,A,2,4
2019,7,3,4,4,B,1,5
2019,7,3,4,4,B,2,7
2019,7,3,4,4,C,1,4
2019,7,3,4,4,C,2,
2019,7,3,4,4,D,1,29
2019,7,3,4,4,D,2,11
2019,7,5,1,1,A,1,2
2019,7,5,1,1,A,2,1
2019,7,5,1,1,B,1,10
2019,7,5,1,1,B,2,1
2019,7,5,1,1,C,1,1
2019,7,5,1,1,C,2,3
2019,7,5,1,1,D,1,0
2019,7,5,1,1,D,2,
2019,7,5,1,2,A,1,4
2019,7,5,1,2,A,2,
2019,7,5,1,2,B,1,10
2019,7,5,1,2,B,2,13
2019,7,5,1,2,C,1,2
2019,7,5,1,2,C,2,3
2019,7,5,1,2,D,1,3
2019,7,5,1,2,D,2,5
2019,7,5,2,3,A,1,1
2019,7,5,2,3,A,2,3
2019,7,5,2,3,B,1,6
2019,7,5,2,3,B,2,5
2019,7,5,2,3,C,1,3
2019,7,5,2,3,C,2,3
2019,7,5,2,3,D,1,1
2019,7,5,2,3,D,2,
2019,7,5,2,4,A,1,2
2019,7,5,2,4,A,2,4
2019,7,5,2,4,B,1,4
2019,7,5,2,4,B,2,6
2019,7,5,2,4,C,1,9
2019,7,5,2,4,C,2,7
2019,7,5,2,4,D,1,2
2019,7,5,2,4,D,2,
2019,7,5,3,1,A,1,6
2019,7,5,3,1,A,2,3
2019,7,5,3,1,B,1,8
2019,7,5,3,1,B,2,11
2019,7,5,3,1,C,1,3
2019,7,5,3,1,C,2,8
2019,7,5,3,1,D,1,4
2019,7,5,3,1,D,2,4
2019,7,5,3,2,A,1,1
2019,7,5,3,2,A,2,
2019,7,5,3,2,B,1,1
2019,7,5,3,2,B,2,3
2019,7,5,3,2,C,1,0
2019,7,5,3,2,C,2,
2019,7,5,3,2,D,1,0
2019,7,5,3,2,D,2,0
2019,7,5,4,3,A,1,6
2019,7,5,4,3,A,2,
2019,7,5,4,3,B,1,2
2019,7,5,4,3,B,2,3
2019,7,5,4,3,C,1,5
2019,7,5,4,3,C,2,2
2019,7,5,4,3,D,1,6
2019,7,5,4,3,D,2,2
2019,7,5,4,4,A,1,7
2019,7,5,4,4,A,2,3
2019,7,5,4,4,B,1,6
2019,7,5,4,4,B,2,5
2019,7,5,4,4,C,1,4
2019,7,5,4,4,C,2,
2019,7,5,4,4,D,1,28
2019,7,5,4,4,D,2,12
2019,7,8,1,1,A,1,2
2019,7,8,1,1,A,2,1
2019,7,8,1,1,B,1,7
2019,7,8,1,1,B,2,2
2019,7,8,1,1,C,1,1
2019,7,8,1,1,C,2,3
2019,7,8,1,1,D,1,1
2019,7,8,1,1,D,2,
2019,7,8,1,2,A,1,4
2019,7,8,1,2,A,2,
2019,7,8,1,2,B,1,8
2019,7,8,1,2,B,2,12
2019,7,8,1,2,C,1,2
2019,7,8,1,2,C,2,3
2019,7,8,1,2,D,1,3
2019,7,8,1,2,D,2,4
2019,7,8,2,3,A,1,1
2019,7,8,2,3,A,2,3
2019,7,8,2,3,B,1,6
2019,7,8,2,3,B,2,5
2019,7,8,2,3,C,1,4
2019,7,8,2,3,C,2,2
2019,7,8,2,3,D,1,5
2019,7,8,2,3,D,2,
2019,7,8,2,4,A,1,3
2019,7,8,2,4,A,2,4
2019,7,8,2,4,B,1,4
2019,7,8,2,4,B,2,6
2019,7,8,2,4,C,1,7
2019,7,8,2,4,C,2,6
2019,7,8,2,4,D,1,2
2019,7,8,2,4,D,2,
2019,7,8,3,1,A,1,6
2019,7,8,3,1,A,2,3
2019,7,8,3,1,B,1,8
2019,7,8,3,1,B,2,11
2019,7,8,3,1,C,1,3
2019,7,8,3,1,C,2,7
2019,7,8,3,1,D,1,3
2019,7,8,3,1,D,2,5
2019,7,8,3,2,A,1,1
2019,7,8,3,2,A,2,
2019,7,8,3,2,B,1,1
2019,7,8,3,2,B,2,3
2019,7,8,3,2,C,1,0
2019,7,8,3,2,C,2,
2019,7,8,3,2,D,1,0
2019,7,8,3,2,D,2,1
2019,7,8,4,3,A,1,7
2019,7,8,4,3,A,2,
2019,7,8,4,3,B,1,2
2019,7,8,4,3,B,2,2
2019,7,8,4,3,C,1,5
2019,7,8,4,3,C,2,2
2019,7,8,4,3,D,1,6
2019,7,8,4,3,D,2,2
2019,7,8,4,4,A,1,5
2019,7,8,4,4,A,2,3
2019,7,8,4,4,B,1,5
2019,7,8,4,4,B,2,6
2019,7,8,4,4,C,1,4
2019,7,8,4,4,C,2,
2019,7,8,4,4,D,1,28
2019,7,8,4,4,D,2,12
