Id,YieldMass,YieldVolum,PctMoistur,StartDate,EndDate,YldMUOM,PlotNum,FID_1,FieldName,Product,Notes,Season,AppProduct,PntProduct,PlotNum_1,AppRate,Till1SDate,Till2SDate,Till1Depth,Till2Depth,HarvstDate,App2,App2Rate,Ap2RtUOM,Ap2Prod,App3Date,App3Rate,App3RtUOM,App3Prod,SeedRate,PlantDate,AllAppRt,CanopyArea,CanopyImg,_B1count,_B1sum,_B1mean,_B1min,_B1max,_B2count,_B2sum,_B2mean,_B2min,_B2max,_B3count,_B3sum,_B3mean,_B3min,_B3max,_B4count,_B4sum,_B4mean,_B4min,_B4max,NDVI,GNDVI
2012,1740.00000000000,0.00000000000,0.00000000000,09/16/2020,09/16/2020,grams,201,1,Block 10 Oils,Wife 150 N,Rep 2,2020,Nitrogen Liquid,Wife,201,150,05/07/2020,05/14/2020,1.00000000000,0.50000000000,09/16/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,50.00000000000,lbs/ac,Conventional Urea,1,05/26/2020,250,10.01060795710,10.01060795710,237.000000000000000,4072788.000000000000000,17184.759493670800000,12584.000000000000000,22774.000000000000000,237.000000000000000,1670663.000000000000000,7049.210970464130000,4949.000000000000000,14488.000000000000000,237.000000000000000,4736629.000000000000000,19985.776371308000000,11854.000000000000000,25314.000000000000000,237.000000000000000,10440934.000000000000000,44054.573839662400000,26649.000000000000000,55008.000000000000000,0.724121765,0.438767258
2014,1340.00000000000,0.00000000000,0.00000000000,09/16/2020,09/16/2020,grams,201,1,Block 10 Oils,Wife 150 N,Rep 2,2020,Nitrogen Liquid,Wife,201,150,05/07/2020,05/14/2020,1.00000000000,0.50000000000,09/16/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,50.00000000000,lbs/ac,Conventional Urea,1,05/26/2020,250,8.08891170597,8.08891170597,195.000000000000000,3718056.000000000000000,19066.953846153800000,12890.000000000000000,23196.000000000000000,195.000000000000000,1767910.000000000000000,9066.205128205120000,6566.000000000000000,15875.000000000000000,195.000000000000000,3876642.000000000000000,19880.215384615300000,11673.000000000000000,26222.000000000000000,195.000000000000000,8291304.000000000000000,42519.507692307600000,24787.000000000000000,55879.000000000000000,0.648499376,0.380806971
2036,296.00000000000,0.00000000000,0.00000000000,09/16/2020,09/16/2020,grams,203,2,Block 10 Oils,Wife 50 N,Rep 2,2020,Nitrogen Liquid,Wife,203,50,05/07/2020,05/14/2020,1.00000000000,0.50000000000,09/16/2020,,0.00000000000,,,,0.00000000000,,,1,05/26/2020,50,2.08108256504,2.08108256504,50.000000000000000,1251192.000000000000000,25023.840000000000000,20084.000000000000000,30941.000000000000000,50.000000000000000,742277.000000000000000,14845.540000000000000,11333.000000000000000,24793.000000000000000,50.000000000000000,996616.000000000000000,19932.319999999900000,15764.000000000000000,25151.000000000000000,50.000000000000000,1913119.000000000000000,38262.379999999900000,28774.000000000000000,50717.000000000000000,0.440929338,0.209185191
2033,241.00000000000,0.00000000000,0.00000000000,09/16/2020,09/16/2020,grams,203,2,Block 10 Oils,Wife 50 N,Rep 2,2020,Nitrogen Liquid,Wife,203,50,05/07/2020,05/14/2020,1.00000000000,0.50000000000,09/16/2020,,0.00000000000,,,,0.00000000000,,,1,05/26/2020,50,2.11950793110,2.11950793110,51.000000000000000,1321379.000000000000000,25909.392156862700000,20263.000000000000000,29612.000000000000000,51.000000000000000,745802.000000000000000,14623.568627450900000,11623.000000000000000,20755.000000000000000,51.000000000000000,1015831.000000000000000,19918.254901960700000,15697.000000000000000,25192.000000000000000,51.000000000000000,1937450.000000000000000,37989.215686274500000,28326.000000000000000,51308.000000000000000,0.444105883,0.18904674
2034,361.00000000000,0.00000000000,0.00000000000,09/16/2020,09/16/2020,grams,203,2,Block 10 Oils,Wife 50 N,Rep 2,2020,Nitrogen Liquid,Wife,203,50,05/07/2020,05/14/2020,1.00000000000,0.50000000000,09/16/2020,,0.00000000000,,,,0.00000000000,,,1,05/26/2020,50,3.07772718208,3.07772718208,75.000000000000000,1981703.000000000000000,26422.706666666600000,21318.000000000000000,33243.000000000000000,75.000000000000000,1207277.000000000000000,16097.026666666600000,12611.000000000000000,21143.000000000000000,75.000000000000000,1489705.000000000000000,19862.733333333300000,14600.000000000000000,24022.000000000000000,75.000000000000000,2847931.000000000000000,37972.413333333300000,26315.000000000000000,46493.000000000000000,0.404579494,0.179356862
2031,192.00000000000,0.00000000000,0.00000000000,09/16/2020,09/16/2020,grams,203,2,Block 10 Oils,Wife 50 N,Rep 2,2020,Nitrogen Liquid,Wife,203,50,05/07/2020,05/14/2020,1.00000000000,0.50000000000,09/16/2020,,0.00000000000,,,,0.00000000000,,,1,05/26/2020,50,2.97944751101,2.97944751101,73.000000000000000,1776254.000000000000000,24332.246575342400000,15983.000000000000000,27513.000000000000000,73.000000000000000,1009748.000000000000000,13832.164383561600000,9807.000000000000000,20419.000000000000000,73.000000000000000,1428646.000000000000000,19570.493150684900000,12768.000000000000000,25292.000000000000000,73.000000000000000,2765380.000000000000000,37881.917808219100000,26514.000000000000000,51054.000000000000000,0.465052311,0.217790778
2032,283.00000000000,0.00000000000,0.00000000000,09/16/2020,09/16/2020,grams,203,2,Block 10 Oils,Wife 50 N,Rep 2,2020,Nitrogen Liquid,Wife,203,50,05/07/2020,05/14/2020,1.00000000000,0.50000000000,09/16/2020,,0.00000000000,,,,0.00000000000,,,1,05/26/2020,50,2.25041333714,2.25041333714,56.000000000000000,1355343.000000000000000,24202.553571428500000,16036.000000000000000,28800.000000000000000,56.000000000000000,765608.000000000000000,13671.571428571400000,11240.000000000000000,18191.000000000000000,56.000000000000000,1089842.000000000000000,19461.464285714200000,13570.000000000000000,26127.000000000000000,56.000000000000000,2110340.000000000000000,37684.642857142800000,22222.000000000000000,51124.000000000000000,0.467578691,0.217849411
2035,380.00000000000,0.00000000000,0.00000000000,09/16/2020,09/16/2020,grams,203,2,Block 10 Oils,Wife 50 N,Rep 2,2020,Nitrogen Liquid,Wife,203,50,05/07/2020,05/14/2020,1.00000000000,0.50000000000,09/16/2020,,0.00000000000,,,,0.00000000000,,,1,05/26/2020,50,3.85738597902,3.85738597902,95.000000000000000,2324360.000000000000000,24466.947368421000000,19121.000000000000000,27014.000000000000000,95.000000000000000,1357908.000000000000000,14293.768421052600000,10324.000000000000000,19704.000000000000000,95.000000000000000,1874238.000000000000000,19728.821052631500000,14227.000000000000000,25333.000000000000000,95.000000000000000,3609936.000000000000000,37999.326315789400000,27323.000000000000000,52357.000000000000000,0.453320998,0.216634964
2163,1860.00000000000,0.00000000000,0.00000000000,09/16/2020,09/16/2020,grams,216,3,Block 10 Oils,Wife 250 N,Rep 2,2020,Nitrogen Liquid,Wife,216,250,05/07/2020,05/14/2020,1.00000000000,0.50000000000,09/16/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,150.00000000000,lbs/ac,Conventional Urea,1,05/26/2020,450,7.93544889304,7.93544889304,191.000000000000000,3120408.000000000000000,16337.214659685800000,12960.000000000000000,18979.000000000000000,191.000000000000000,1813362.000000000000000,9494.041884816750000,8057.000000000000000,14899.000000000000000,191.000000000000000,3695036.000000000000000,19345.738219895200000,11762.000000000000000,23291.000000000000000,191.000000000000000,8076298.000000000000000,42284.282722513000000,27646.000000000000000,50215.000000000000000,0.633281225,0.442620356
2166,2780.00000000000,0.00000000000,0.00000000000,09/16/2020,09/16/2020,grams,216,3,Block 10 Oils,Wife 250 N,Rep 2,2020,Nitrogen Liquid,Wife,216,250,05/07/2020,05/14/2020,1.00000000000,0.50000000000,09/16/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,150.00000000000,lbs/ac,Conventional Urea,1,05/26/2020,450,10.35914659140,10.35914659140,254.000000000000000,3736412.000000000000000,14710.283464566900000,11582.000000000000000,18849.000000000000000,254.000000000000000,2186301.000000000000000,8607.484251968500000,6834.000000000000000,15771.000000000000000,254.000000000000000,4739802.000000000000000,18660.637795275500000,10174.000000000000000,22458.000000000000000,254.000000000000000,10279002.000000000000000,40468.511811023600000,19922.000000000000000,49588.000000000000000,0.649218154,0.466813895
2164,2540.00000000000,0.00000000000,0.00000000000,09/16/2020,09/16/2020,grams,216,3,Block 10 Oils,Wife 250 N,Rep 2,2020,Nitrogen Liquid,Wife,216,250,05/07/2020,05/14/2020,1.00000000000,0.50000000000,09/16/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,150.00000000000,lbs/ac,Conventional Urea,1,05/26/2020,450,7.90352173953,7.90352173953,192.000000000000000,2964834.000000000000000,15441.843750000000000,11998.000000000000000,18484.000000000000000,192.000000000000000,1771891.000000000000000,9228.598958333330000,7656.000000000000000,12436.000000000000000,192.000000000000000,3659054.000000000000000,19057.572916666600000,14072.000000000000000,22856.000000000000000,192.000000000000000,8158616.000000000000000,42492.791666666600000,29750.000000000000000,50581.000000000000000,0.643141886,0.466921863
2165,2400.00000000000,0.00000000000,0.00000000000,09/16/2020,09/16/2020,grams,216,3,Block 10 Oils,Wife 250 N,Rep 2,2020,Nitrogen Liquid,Wife,216,250,05/07/2020,05/14/2020,1.00000000000,0.50000000000,09/16/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,150.00000000000,lbs/ac,Conventional Urea,1,05/26/2020,450,8.51882970480,8.51882970480,206.000000000000000,3052861.000000000000000,14819.713592233000000,11767.000000000000000,17779.000000000000000,206.000000000000000,1779428.000000000000000,8638.000000000000000,7244.000000000000000,11432.000000000000000,206.000000000000000,3877543.000000000000000,18823.024271844600000,13110.000000000000000,22907.000000000000000,206.000000000000000,8471494.000000000000000,41123.757281553400000,26060.000000000000000,50530.000000000000000,0.652825765,0.470189698
2162,2140.00000000000,0.00000000000,0.00000000000,09/16/2020,09/16/2020,grams,216,3,Block 10 Oils,Wife 250 N,Rep 2,2020,Nitrogen Liquid,Wife,216,250,05/07/2020,05/14/2020,1.00000000000,0.50000000000,09/16/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,150.00000000000,lbs/ac,Conventional Urea,1,05/26/2020,450,8.20320577496,8.20320577496,199.000000000000000,3174187.000000000000000,15950.688442211000000,12980.000000000000000,19646.000000000000000,199.000000000000000,1815522.000000000000000,9123.226130653260000,7232.000000000000000,11179.000000000000000,199.000000000000000,3823610.000000000000000,19214.120603015000000,13136.000000000000000,22718.000000000000000,199.000000000000000,8204664.000000000000000,41229.467336683400000,29865.000000000000000,49702.000000000000000,0.637627086,0.442090067
2161,2700.00000000000,0.00000000000,0.00000000000,09/16/2020,09/16/2020,grams,216,3,Block 10 Oils,Wife 250 N,Rep 2,2020,Nitrogen Liquid,Wife,216,250,05/07/2020,05/14/2020,1.00000000000,0.50000000000,09/16/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,150.00000000000,lbs/ac,Conventional Urea,1,05/26/2020,450,9.79272076681,9.79272076681,238.000000000000000,3532496.000000000000000,14842.420168067200000,12682.000000000000000,18140.000000000000000,238.000000000000000,2005215.000000000000000,8425.273109243690000,7125.000000000000000,11636.000000000000000,238.000000000000000,4484438.000000000000000,18842.176470588200000,12386.000000000000000,22115.000000000000000,238.000000000000000,9610320.000000000000000,40379.495798319300000,24144.000000000000000,48773.000000000000000,0.654735662,0.462444578
2041,91.00000000000,0.00000000000,0.00000000000,08/07/2020,08/07/2020,grams,204,4,Block 10 Oils,NBS 150 N,Rep 2,2020,Nitrogen Liquid,NBS,204,150,05/07/2020,05/14/2020,1.00000000000,0.50000000000,08/07/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,50.00000000000,lbs/ac,Conventional Urea,1,05/22/2020,250,3.85649263616,0.00000000000,95.000000000000000,1998791.000000000000000,21039.905263157800000,17267.000000000000000,25640.000000000000000,95.000000000000000,2175468.000000000000000,22899.663157894700000,12038.000000000000000,30954.000000000000000,95.000000000000000,1186536.000000000000000,12489.852631578900000,8975.000000000000000,17252.000000000000000,95.000000000000000,2168716.000000000000000,22828.589473684200000,16136.000000000000000,32117.000000000000000,-0.001554262,0.040773777
2045,2.00000000000,0.00000000000,0.00000000000,08/07/2020,08/07/2020,grams,204,4,Block 10 Oils,NBS 150 N,Rep 2,2020,Nitrogen Liquid,NBS,204,150,05/07/2020,05/14/2020,1.00000000000,0.50000000000,08/07/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,50.00000000000,lbs/ac,Conventional Urea,1,05/22/2020,250,3.85649367715,0.00000000000,94.000000000000000,2326414.000000000000000,24749.085106382900000,19062.000000000000000,35962.000000000000000,94.000000000000000,2505113.000000000000000,26650.138297872300000,15617.000000000000000,35190.000000000000000,94.000000000000000,1290941.000000000000000,13733.414893617000000,10716.000000000000000,17817.000000000000000,94.000000000000000,2318084.000000000000000,24660.468085106300000,19603.000000000000000,35633.000000000000000,-0.038776977,-0.00179352
2043,50.00000000000,0.00000000000,0.00000000000,08/07/2020,08/07/2020,grams,204,4,Block 10 Oils,NBS 150 N,Rep 2,2020,Nitrogen Liquid,NBS,204,150,05/07/2020,05/14/2020,1.00000000000,0.50000000000,08/07/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,50.00000000000,lbs/ac,Conventional Urea,1,05/22/2020,250,3.85649466811,0.00000000000,94.000000000000000,1893312.000000000000000,20141.617021276500000,14799.000000000000000,27423.000000000000000,94.000000000000000,1890653.000000000000000,20113.329787234000000,10683.000000000000000,32909.000000000000000,94.000000000000000,1224104.000000000000000,13022.382978723400000,8839.000000000000000,16631.000000000000000,94.000000000000000,2400389.000000000000000,25536.053191489300000,16736.000000000000000,34242.000000000000000,0.118790727,0.118097883
2046,1.60000000000,0.00000000000,0.00000000000,08/07/2020,08/07/2020,grams,204,4,Block 10 Oils,NBS 150 N,Rep 2,2020,Nitrogen Liquid,NBS,204,150,05/07/2020,05/14/2020,1.00000000000,0.50000000000,08/07/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,50.00000000000,lbs/ac,Conventional Urea,1,05/22/2020,250,3.85649260791,0.00000000000,93.000000000000000,1754543.000000000000000,18866.053763440800000,13379.000000000000000,25075.000000000000000,93.000000000000000,1481045.000000000000000,15925.215053763400000,8535.000000000000000,29578.000000000000000,93.000000000000000,1352671.000000000000000,14544.849462365500000,8713.000000000000000,19787.000000000000000,93.000000000000000,2548528.000000000000000,27403.526881720400000,15946.000000000000000,35797.000000000000000,0.264912188,0.184515896
2044,24.00000000000,0.00000000000,0.00000000000,08/07/2020,08/07/2020,grams,204,4,Block 10 Oils,NBS 150 N,Rep 2,2020,Nitrogen Liquid,NBS,204,150,05/07/2020,05/14/2020,1.00000000000,0.50000000000,08/07/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,50.00000000000,lbs/ac,Conventional Urea,1,05/22/2020,250,3.85649466037,0.00000000000,95.000000000000000,2186530.000000000000000,23016.105263157800000,15189.000000000000000,33462.000000000000000,95.000000000000000,2270588.000000000000000,23900.926315789400000,10971.000000000000000,37525.000000000000000,95.000000000000000,1251411.000000000000000,13172.747368421000000,9467.000000000000000,18477.000000000000000,95.000000000000000,2416601.000000000000000,25437.905263157800000,18362.000000000000000,36732.000000000000000,0.031151507,0.049981415
2042,31.00000000000,0.00000000000,0.00000000000,08/07/2020,08/07/2020,grams,204,4,Block 10 Oils,NBS 150 N,Rep 2,2020,Nitrogen Liquid,NBS,204,150,05/07/2020,05/14/2020,1.00000000000,0.50000000000,08/07/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,50.00000000000,lbs/ac,Conventional Urea,1,05/22/2020,250,3.85649369177,0.00000000000,93.000000000000000,1705113.000000000000000,18334.548387096700000,14738.000000000000000,23797.000000000000000,93.000000000000000,1457094.000000000000000,15667.677419354800000,8684.000000000000000,24102.000000000000000,93.000000000000000,1315076.000000000000000,14140.602150537600000,10154.000000000000000,19604.000000000000000,93.000000000000000,2488247.000000000000000,26755.344086021500000,18364.000000000000000,36111.000000000000000,0.261359664,0.186755728
2056,0.00000000000,0.00000000000,0.00000000000,08/07/2020,08/07/2020,grams,205,5,Block 10 Oils,Maverick 200 N,Rep 2,2020,Nitrogen Liquid,Maverick,205,200,05/07/2020,05/14/2020,1.00000000000,0.50000000000,08/07/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,100.00000000000,lbs/ac,Conventional Urea,1,05/22/2020,350,3.85649274738,0.00000000000,94.000000000000000,1966613.000000000000000,20921.414893617000000,15025.000000000000000,32893.000000000000000,94.000000000000000,1970870.000000000000000,20966.702127659500000,10316.000000000000000,36090.000000000000000,94.000000000000000,1306537.000000000000000,13899.329787234000000,10773.000000000000000,17151.000000000000000,94.000000000000000,2396180.000000000000000,25491.276595744600000,19358.000000000000000,33581.000000000000000,0.097390687,0.098461467
2054,0.00000000000,0.00000000000,0.00000000000,08/07/2020,08/07/2020,grams,205,5,Block 10 Oils,Maverick 200 N,Rep 2,2020,Nitrogen Liquid,Maverick,205,200,05/07/2020,05/14/2020,1.00000000000,0.50000000000,08/07/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,100.00000000000,lbs/ac,Conventional Urea,1,05/22/2020,350,3.85649472940,0.00000000000,93.000000000000000,1902644.000000000000000,20458.537634408600000,13358.000000000000000,28123.000000000000000,93.000000000000000,1381782.000000000000000,14857.870967741900000,10500.000000000000000,19242.000000000000000,93.000000000000000,1401150.000000000000000,15066.129032258000000,10361.000000000000000,21678.000000000000000,93.000000000000000,2622789.000000000000000,28202.032258064500000,18642.000000000000000,41624.000000000000000,0.309897615,0.159132839
2052,82.00000000000,0.00000000000,0.00000000000,08/07/2020,08/07/2020,grams,205,5,Block 10 Oils,Maverick 200 N,Rep 2,2020,Nitrogen Liquid,Maverick,205,200,05/07/2020,05/14/2020,1.00000000000,0.50000000000,08/07/2020,06/22/20,50.00000000000,lbs/ac,Conventional Urea,07/27/2020,100.00000000000,lbs/ac,Conventional Urea,1,05/22/2020,350,3.85649381125,0.00000000000,93.000000000000000,1712684.000000000000000,18415.956989247300000,13006.000000000000000,25471.000000000000000,93.000000000000000,1643318.000000000000000,17670.086021505300000,9054.000000000000000,29785.000000000000000,93.000000000000000,1237590.000000000000000,13307.419354838700000,8038.000000000000000,19963.000000000000000,93.000000000000000,2245049.000000000000000,24140.311827956900000,14783.000000000000000,37621.000000000000000,0.154751596,0.134512611
