Year,Month,Day,Block,Row,Column,Rep,Height_cm,Sex
2019,8,21,12,2,D,8,29,F
2019,8,21,12,2,D,9,32,F
2019,8,21,12,2,D,10,30,F
2019,8,21,13,3,A,1,11,V
2019,8,21,13,3,A,2,15,V
2019,8,21,13,3,A,3,9,V
2019,8,21,13,3,A,4,12,V
2019,8,21,13,3,A,5,10,V
2019,8,21,13,3,A,6,11,V
2019,8,21,13,3,A,7,,
2019,8,21,13,3,A,8,,
2019,8,21,13,3,A,9,,
2019,8,21,13,3,A,10,,
2019,8,21,13,3,B,1,21,F
2019,8,21,13,3,B,2,23,F
2019,8,21,13,3,B,3,36,F
2019,8,21,13,3,B,4,36,M
2019,8,21,13,3,B,5,34,M
2019,8,21,13,3,B,6,34,M
2019,8,21,13,3,B,7,34,F
2019,8,21,13,3,B,8,35,M
2019,8,21,13,3,B,9,27,F
2019,8,21,13,3,B,10,20,F
2019,8,21,13,3,C,1,22,V
2019,8,21,13,3,C,2,30,V
2019,8,21,13,3,C,3,25,V
2019,8,21,13,3,C,4,20,V
2019,8,21,13,3,C,5,20,V
2019,8,21,13,3,C,6,16,V
2019,8,21,13,3,C,7,27,V
2019,8,21,13,3,C,8,20,V
2019,8,21,13,3,C,9,22,V
2019,8,21,13,3,C,10,17,V
2019,8,21,13,3,D,1,19,V
2019,8,21,13,3,D,2,23,V
2019,8,21,13,3,D,3,13,V
2019,8,21,13,3,D,4,27,V
2019,8,21,13,3,D,5,30,V
2019,8,21,13,3,D,6,25,V
2019,8,21,13,3,D,7,19,V
2019,8,21,13,3,D,8,14,V
2019,8,21,13,3,D,9,13,V
2019,8,21,13,3,D,10,27,V
2019,8,21,13,4,A,1,47,F
2019,8,21,13,4,A,2,60,M
2019,8,21,13,4,A,3,35,M
2019,8,21,13,4,A,4,45,M
2019,8,21,13,4,A,5,44,M
2019,8,21,13,4,A,6,17,F
2019,8,21,13,4,A,7,18,F
2019,8,21,13,4,A,8,15,V
2019,8,21,13,4,A,9,19,F
2019,8,21,13,4,A,10,24,F
2019,8,21,13,4,B,1,20,F
2019,8,21,13,4,B,2,37,M
2019,8,21,13,4,B,3,20,F
2019,8,21,13,4,B,4,13,V
2019,8,21,13,4,B,5,37,F
2019,8,21,13,4,B,6,27,F
2019,8,21,13,4,B,7,15,F
2019,8,21,13,4,B,8,15,F
2019,8,21,13,4,B,9,27,M
2019,8,21,13,4,B,10,40,M
2019,8,21,13,4,C,1,16,V
2019,8,21,13,4,C,2,14,V
2019,8,21,13,4,C,3,14,V
2019,8,21,13,4,C,4,8,V
2019,8,21,13,4,C,5,10,V
2019,8,21,13,4,C,6,,
2019,8,21,13,4,C,7,,
2019,8,21,13,4,C,8,,
2019,8,21,13,4,C,9,,
2019,8,21,13,4,C,10,,
2019,8,21,13,4,D,1,24,V
2019,8,21,13,4,D,2,27,V
2019,8,21,13,4,D,3,16,V
2019,8,21,13,4,D,4,23,V
2019,8,21,13,4,D,5,24,V
2019,8,21,13,4,D,6,20,V
2019,8,21,13,4,D,7,28,V
2019,8,21,13,4,D,8,25,V
2019,8,21,13,4,D,9,23,V
2019,8,21,13,4,D,10,30,V
2019,10,15,10,1,A,1,64,F
2019,10,15,10,1,A,2,65,F
2019,10,15,10,1,A,3,23,F
2019,10,15,10,1,A,4,34,F
2019,10,15,10,1,A,5,97,M
2019,10,15,10,1,A,6,53,M
2019,10,15,10,1,A,7,44,M
2019,10,15,10,1,A,8,32,F
2019,10,15,10,1,A,9,13,F
2019,10,15,10,1,A,10,,
2019,10,15,10,1,B,1,77,M
2019,10,15,10,1,B,2,34,F
2019,10,15,10,1,B,3,56,MM
2019,10,15,10,1,B,4,42,F
2019,10,15,10,1,B,5,65,M
2019,10,15,10,1,B,6,45,M
2019,10,15,10,1,B,7,46,M
2019,10,15,10,1,B,8,41,F
2019,10,15,10,1,B,9,25,F
2019,10,15,10,1,B,10,40,F
2019,10,15,10,1,C,1,37,M
2019,10,15,10,1,C,2,55,M
2019,10,15,10,1,C,3,51,M
2019,10,15,10,1,C,4,22,F
2019,10,15,10,1,C,5,21,F
2019,10,15,10,1,C,6,35,F
2019,10,15,10,1,C,7,32,M
2019,10,15,10,1,C,8,,
2019,10,15,10,1,C,9,,
2019,10,15,10,1,C,10,,
2019,10,15,10,1,D,1,14,F
2019,10,15,10,1,D,2,,
2019,10,15,10,1,D,3,,
2019,10,15,10,1,D,4,,
2019,10,15,10,1,D,5,,
2019,10,15,10,1,D,6,,
2019,10,15,10,1,D,7,,
2019,10,15,10,1,D,8,,
2019,10,15,10,1,D,9,,
2019,10,15,10,1,D,10,,
2019,10,15,10,2,A,1,20,F
2019,10,15,10,2,A,2,24,F
2019,10,15,10,2,A,3,20,F
2019,10,15,10,2,A,4,,
2019,10,15,10,2,A,5,,
2019,10,15,10,2,A,6,,
2019,10,15,10,2,A,7,,
2019,10,15,10,2,A,8,,
2019,10,15,10,2,A,9,,
2019,10,15,10,2,A,10,,
2019,10,15,10,2,B,1,23,F
2019,10,15,10,2,B,2,24,F
2019,10,15,10,2,B,3,25,F
2019,10,15,10,2,B,4,38,F
2019,10,15,10,2,B,5,34,F
2019,10,15,10,2,B,6,40,F
2019,10,15,10,2,B,7,25,F
2019,10,15,10,2,B,8,44,F
2019,10,15,10,2,B,9,,
2019,10,15,10,2,B,10,,
2019,10,15,10,2,C,1,,
2019,10,15,10,2,C,2,,
2019,10,15,10,2,C,3,,
2019,10,15,10,2,C,4,,
2019,10,15,10,2,C,5,,
2019,10,15,10,2,C,6,,
2019,10,15,10,2,C,7,,
2019,10,15,10,2,C,8,,
2019,10,15,10,2,C,9,,
2019,10,15,10,2,C,10,,
2019,10,15,10,2,D,1,24,F
2019,10,15,10,2,D,2,,
2019,10,15,10,2,D,3,,
2019,10,15,10,2,D,4,,
2019,10,15,10,2,D,5,,
2019,10,15,10,2,D,6,,
2019,10,15,10,2,D,7,,
2019,10,15,10,2,D,8,,
2019,10,15,10,2,D,9,,
2019,10,15,10,2,D,10,,
2019,10,15,11,3,A,1,34,M
2019,10,15,11,3,A,2,60,M
2019,10,15,11,3,A,3,39,F
2019,10,15,11,3,A,4,77,M
2019,10,15,11,3,A,5,62,M
2019,10,15,11,3,A,6,44,F
2019,10,15,11,3,A,7,30,F
2019,10,15,11,3,A,8,36,F
2019,10,15,11,3,A,9,42,F
2019,10,15,11,3,A,10,22,F
2019,10,15,11,3,B,1,30,F
2019,10,15,11,3,B,2,19,F
2019,10,15,11,3,B,3,60,F
2019,10,15,11,3,B,4,,
2019,10,15,11,3,B,5,,
2019,10,15,11,3,B,6,,
2019,10,15,11,3,B,7,,
2019,10,15,11,3,B,8,,
2019,10,15,11,3,B,9,,
2019,10,15,11,3,B,10,,
2019,10,15,11,3,C,1,29,F
2019,10,15,11,3,C,2,19,F
2019,10,15,11,3,C,3,13,F
2019,10,15,11,3,C,4,,
2019,10,15,11,3,C,5,,
2019,10,15,11,3,C,6,,
2019,10,15,11,3,C,7,,
2019,10,15,11,3,C,8,,
2019,10,15,11,3,C,9,,
2019,10,15,11,3,C,10,,
2019,10,15,11,3,D,1,11,F
2019,10,15,11,3,D,2,14,F
2019,10,15,11,3,D,3,30,F
2019,10,15,11,3,D,4,,
2019,10,15,11,3,D,5,,
2019,10,15,11,3,D,6,,
2019,10,15,11,3,D,7,,
2019,10,15,11,3,D,8,,
2019,10,15,11,3,D,9,,
2019,10,15,11,3,D,10,,
2019,10,15,11,4,A,1,24,F
2019,10,15,11,4,A,2,29,F
2019,10,15,11,4,A,3,19,F
2019,10,15,11,4,A,4,31,F
2019,10,15,11,4,A,5,31,F
2019,10,15,11,4,A,6,,
2019,10,15,11,4,A,7,,
2019,10,15,11,4,A,8,,
2019,10,15,11,4,A,9,,
2019,10,15,11,4,A,10,,
2019,10,15,11,4,B,1,30,F
2019,10,15,11,4,B,2,62,M
2019,10,15,11,4,B,3,46,F
2019,10,15,11,4,B,4,74,F
2019,10,15,11,4,B,5,60,F
2019,10,15,11,4,B,6,53,F
2019,10,15,11,4,B,7,115,M
2019,10,15,11,4,B,8,65,F
2019,10,15,11,4,B,9,96,F
2019,10,15,11,4,B,10,57,F
2019,10,15,11,4,C,1,84,M
2019,10,15,11,4,C,2,85,M
2019,10,15,11,4,C,3,34,F
2019,10,15,11,4,C,4,35,M
2019,10,15,11,4,C,5,62,M
2019,10,15,11,4,C,6,71,M
2019,10,15,11,4,C,7,58,F
2019,10,15,11,4,C,8,49,F
2019,10,15,11,4,C,9,42,F
2019,10,15,11,4,C,10,95,M
2019,10,15,11,4,D,1,37,F
2019,10,15,11,4,D,2,,
2019,10,15,11,4,D,3,,
2019,10,15,11,4,D,4,,
2019,10,15,11,4,D,5,,
2019,10,15,11,4,D,6,,
2019,10,15,11,4,D,7,,
2019,10,15,11,4,D,8,,
2019,10,15,11,4,D,9,,
2019,10,15,11,4,D,10,,
2019,10,15,12,1,A,1,24,F
2019,10,15,12,1,A,2,39,F
2019,10,15,12,1,A,3,32,F
2019,10,15,12,1,A,4,23,F
2019,10,15,12,1,A,5,20,F
2019,10,15,12,1,A,6,,
2019,10,15,12,1,A,7,,
2019,10,15,12,1,A,8,,
2019,10,15,12,1,A,9,,
2019,10,15,12,1,A,10,,
2019,10,15,12,1,B,1,90,M
2019,10,15,12,1,B,2,72,M
2019,10,15,12,1,B,3,53,M
2019,10,15,12,1,B,4,47,F
2019,10,15,12,1,B,5,70,M
2019,10,15,12,1,B,6,40,F
2019,10,15,12,1,B,7,55,F
2019,10,15,12,1,B,8,60,F
2019,10,15,12,1,B,9,41,M
2019,10,15,12,1,B,10,45,F
2019,10,15,12,1,C,1,82,M
2019,10,15,12,1,C,2,64,F
2019,10,15,12,1,C,3,94,M
2019,10,15,12,1,C,4,55,M
2019,10,15,12,1,C,5,50,F
2019,10,15,12,1,C,6,55,F
2019,10,15,12,1,C,7,75,M
2019,10,15,12,1,C,8,23,F
2019,10,15,12,1,C,9,93,M
2019,10,15,12,1,C,10,53,F
2019,10,15,12,1,D,1,,
2019,10,15,12,1,D,2,,
2019,10,15,12,1,D,3,,
2019,10,15,12,1,D,4,,
2019,10,15,12,1,D,5,,
2019,10,15,12,1,D,6,,
2019,10,15,12,1,D,7,,
2019,10,15,12,1,D,8,,
2019,10,15,12,1,D,9,,
2019,10,15,12,1,D,10,,
2019,10,15,12,2,A,1,22,F
2019,10,15,12,2,A,2,13,F
2019,10,15,12,2,A,3,,
2019,10,15,12,2,A,4,,
2019,10,15,12,2,A,5,,
2019,10,15,12,2,A,6,,
2019,10,15,12,2,A,7,,
2019,10,15,12,2,A,8,,
2019,10,15,12,2,A,9,,
2019,10,15,12,2,A,10,,
2019,10,15,12,2,B,1,74,F
2019,10,15,12,2,B,2,60,F
2019,10,15,12,2,B,3,47,F
2019,10,15,12,2,B,4,60,F
2019,10,15,12,2,B,5,82,M
2019,10,15,12,2,B,6,84,M
2019,10,15,12,2,B,7,75,F
2019,10,15,12,2,B,8,83,M
2019,10,15,12,2,B,9,57,F
2019,10,15,12,2,B,10,88,M
2019,10,15,12,2,C,1,24,F
2019,10,15,12,2,C,2,32,F
2019,10,15,12,2,C,3,32,F
2019,10,15,12,2,C,4,26,F
2019,10,15,12,2,C,5,,
2019,10,15,12,2,C,6,,
2019,10,15,12,2,C,7,,
2019,10,15,12,2,C,8,,
2019,10,15,12,2,C,9,,
2019,10,15,12,2,C,10,,
2019,10,15,12,2,D,1,40,F
2019,10,15,12,2,D,2,36,F
2019,10,15,12,2,D,3,,
2019,10,15,12,2,D,4,,
2019,10,15,12,2,D,5,,
2019,10,15,12,2,D,6,,
2019,10,15,12,2,D,7,,
2019,10,15,12,2,D,8,,
2019,10,15,12,2,D,9,,
2019,10,15,12,2,D,10,,
2019,10,15,13,3,A,1,17,F
2019,10,15,13,3,A,2,12,F
2019,10,15,13,3,A,3,23,F
2019,10,15,13,3,A,4,17,F
2019,10,15,13,3,A,5,,
2019,10,15,13,3,A,6,,
2019,10,15,13,3,A,7,,
2019,10,15,13,3,A,8,,
2019,10,15,13,3,A,9,,
2019,10,15,13,3,A,10,,
2019,10,15,13,3,B,1,42,F
2019,10,15,13,3,B,2,42,F
2019,10,15,13,3,B,3,40,F
2019,10,15,13,3,B,4,46,F
2019,10,15,13,3,B,5,22,F
2019,10,15,13,3,B,6,39,F
2019,10,15,13,3,B,7,35,F
2019,10,15,13,3,B,8,35,F
2019,10,15,13,3,B,9,37,F
2019,10,15,13,3,B,10,29,F
2019,10,15,13,3,C,1,95,F
2019,10,15,13,3,C,2,63,F
2019,10,15,13,3,C,3,106,M
2019,10,15,13,3,C,4,95,F
2019,10,15,13,3,C,5,115,M
2019,10,15,13,3,C,6,123,M
2019,10,15,13,3,C,7,84,F
2019,10,15,13,3,C,8,96,F
2019,10,15,13,3,C,9,91,F
2019,10,15,13,3,C,10,62,F
2019,10,15,13,3,D,1,71,M
2019,10,15,13,3,D,2,54,F
2019,10,15,13,3,D,3,51,F
2019,10,15,13,3,D,4,96,M
2019,10,15,13,3,D,5,92,M
2019,10,15,13,3,D,6,75,F
2019,10,15,13,3,D,7,55,F
2019,10,15,13,3,D,8,109,M
2019,10,15,13,3,D,9,64,F
2019,10,15,13,3,D,10,69,F
2019,10,15,13,4,A,1,42,F
2019,10,15,13,4,A,2,38,F
2019,10,15,13,4,A,3,31,F
2019,10,15,13,4,A,4,31,F
2019,10,15,13,4,A,5,35,F
2019,10,15,13,4,A,6,30,F
2019,10,15,13,4,A,7,21,F
2019,10,15,13,4,A,8,22,F
2019,10,15,13,4,A,9,40,F
2019,10,15,13,4,A,10,50,F
2019,10,15,13,4,B,1,31,F
2019,10,15,13,4,B,2,39,F
2019,10,15,13,4,B,3,23,F
2019,10,15,13,4,B,4,29,F
2019,10,15,13,4,B,5,31,F
2019,10,15,13,4,B,6,29,F
2019,10,15,13,4,B,7,28,F
2019,10,15,13,4,B,8,46,F
2019,10,15,13,4,B,9,19,F
2019,10,15,13,4,B,10,29,F
2019,10,15,13,4,C,1,32,F
2019,10,15,13,4,C,2,26,F
2019,10,15,13,4,C,3,31,F
2019,10,15,13,4,C,4,,
2019,10,15,13,4,C,5,,
2019,10,15,13,4,C,6,,
2019,10,15,13,4,C,7,,
2019,10,15,13,4,C,8,,
2019,10,15,13,4,C,9,,
2019,10,15,13,4,C,10,,
2019,10,15,13,4,D,1,120,M
2019,10,15,13,4,D,2,161,F
2019,10,15,13,4,D,3,72,F
2019,10,15,13,4,D,4,110,M
2019,10,15,13,4,D,5,57,F
2019,10,15,13,4,D,6,92,F
2019,10,15,13,4,D,7,81,M
2019,10,15,13,4,D,8,79,F
2019,10,15,13,4,D,9,77,F
2019,10,15,13,4,D,10,82,F
