Plot_Num,Disturbance,Nutrients,Type,Block,Sub_Plot,Date,Day,Month,Year,Height_cm,Sex
39,D0,N1,Helena,B4,3,8/7/2020,8,7,2020,0,
39,D0,N1,Helena,B4,3,8/7/2020,8,7,2020,0,
40,D1,N0,Han-NE,B4,4,8/7/2020,8,7,2020,16,V
40,D1,N0,Han-NE,B4,4,8/7/2020,8,7,2020,20,V
40,D1,N0,Han-NE,B4,4,8/7/2020,8,7,2020,10,V
40,D1,N0,Han-NE,B4,4,8/7/2020,8,7,2020,17,M
40,D1,N0,Han-NE,B4,4,8/7/2020,8,7,2020,18,V
40,D1,N0,Han-NE,B4,4,8/7/2020,8,7,2020,19,V
40,D1,N0,Han-NE,B4,4,8/7/2020,8,7,2020,0,
41,D0,N1,Han-NE,B4,5,8/7/2020,8,7,2020,0,
41,D0,N1,Han-NE,B4,5,8/7/2020,8,7,2020,0,
41,D0,N1,Han-NE,B4,5,8/7/2020,8,7,2020,0,
41,D0,N1,Han-NE,B4,5,8/7/2020,8,7,2020,0,
41,D0,N1,Han-NE,B4,5,8/7/2020,8,7,2020,0,
41,D0,N1,Han-NE,B4,5,8/7/2020,8,7,2020,0,
42,D0,N0,Han-NE,B4,6,8/7/2020,8,7,2020,0,
42,D0,N0,Han-NE,B4,6,8/7/2020,8,7,2020,0,
42,D0,N0,Han-NE,B4,6,8/7/2020,8,7,2020,0,
42,D0,N0,Han-NE,B4,6,8/7/2020,8,7,2020,0,
42,D0,N0,Han-NE,B4,6,8/7/2020,8,7,2020,0,
42,D0,N0,Han-NE,B4,6,8/7/2020,8,7,2020,0,
42,D0,N0,Han-NE,B4,6,8/7/2020,8,7,2020,0,
43,D0,N0,CFX-1,B4,7,8/7/2020,8,7,2020,4,
43,D0,N0,CFX-1,B4,7,8/7/2020,8,7,2020,0,
43,D0,N0,CFX-1,B4,7,8/7/2020,8,7,2020,0,
43,D0,N0,CFX-1,B4,7,8/7/2020,8,7,2020,0,
43,D0,N0,CFX-1,B4,7,8/7/2020,8,7,2020,0,
43,D0,N0,CFX-1,B4,7,8/7/2020,8,7,2020,0,
44,D1,N1,Han-NE,B4,8,8/7/2020,8,7,2020,18,V
44,D1,N1,Han-NE,B4,8,8/7/2020,8,7,2020,22,V
44,D1,N1,Han-NE,B4,8,8/7/2020,8,7,2020,24,V
44,D1,N1,Han-NE,B4,8,8/7/2020,8,7,2020,31,M
44,D1,N1,Han-NE,B4,8,8/7/2020,8,7,2020,53,M
44,D1,N1,Han-NE,B4,8,8/7/2020,8,7,2020,17,V
45,D1,N0,CFX-1,B4,9,8/7/2020,8,7,2020,27,M
45,D1,N0,CFX-1,B4,9,8/7/2020,8,7,2020,21,V
45,D1,N0,CFX-1,B4,9,8/7/2020,8,7,2020,20,V
45,D1,N0,CFX-1,B4,9,8/7/2020,8,7,2020,16,V
45,D1,N0,CFX-1,B4,9,8/7/2020,8,7,2020,20,V
45,D1,N0,CFX-1,B4,9,8/7/2020,8,7,2020,27,V
46,D1,N0,Helena,B4,10,8/7/2020,8,7,2020,18,F
46,D1,N0,Helena,B4,10,8/7/2020,8,7,2020,19,M
46,D1,N0,Helena,B4,10,8/7/2020,8,7,2020,16,M
46,D1,N0,Helena,B4,10,8/7/2020,8,7,2020,14,V
46,D1,N0,Helena,B4,10,8/7/2020,8,7,2020,12,F
46,D1,N0,Helena,B4,10,8/7/2020,8,7,2020,10,V
47,D1,N1,Helena,B4,11,8/7/2020,8,7,2020,21,M
47,D1,N1,Helena,B4,11,8/7/2020,8,7,2020,8,V
47,D1,N1,Helena,B4,11,8/7/2020,8,7,2020,15,V
47,D1,N1,Helena,B4,11,8/7/2020,8,7,2020,12,M
47,D1,N1,Helena,B4,11,8/7/2020,8,7,2020,10,V
47,D1,N1,Helena,B4,11,8/7/2020,8,7,2020,10,F
48,D0,N1,CFX-1,B4,12,8/7/2020,8,7,2020,0,
48,D0,N1,CFX-1,B4,12,8/7/2020,8,7,2020,0,
48,D0,N1,CFX-1,B4,12,8/7/2020,8,7,2020,0,
48,D0,N1,CFX-1,B4,12,8/7/2020,8,7,2020,0,
48,D0,N1,CFX-1,B4,12,8/7/2020,8,7,2020,0,
48,D0,N1,CFX-1,B4,12,8/7/2020,8,7,2020,0,
49,D0,N1,Han-NE,B5,1,8/7/2020,8,7,2020,0,
49,D0,N1,Han-NE,B5,1,8/7/2020,8,7,2020,0,
49,D0,N1,Han-NE,B5,1,8/7/2020,8,7,2020,0,
49,D0,N1,Han-NE,B5,1,8/7/2020,8,7,2020,0,
49,D0,N1,Han-NE,B5,1,8/7/2020,8,7,2020,0,
49,D0,N1,Han-NE,B5,1,8/7/2020,8,7,2020,0,
50,D0,N0,CFX-1,B5,2,8/7/2020,8,7,2020,0,
50,D0,N0,CFX-1,B5,2,8/7/2020,8,7,2020,0,
50,D0,N0,CFX-1,B5,2,8/7/2020,8,7,2020,0,
50,D0,N0,CFX-1,B5,2,8/7/2020,8,7,2020,0,
50,D0,N0,CFX-1,B5,2,8/7/2020,8,7,2020,0,
50,D0,N0,CFX-1,B5,2,8/7/2020,8,7,2020,0,
51,D0,N0,Helena,B5,3,8/7/2020,8,7,2020,0,
51,D0,N0,Helena,B5,3,8/7/2020,8,7,2020,0,
51,D0,N0,Helena,B5,3,8/7/2020,8,7,2020,0,
51,D0,N0,Helena,B5,3,8/7/2020,8,7,2020,0,
51,D0,N0,Helena,B5,3,8/7/2020,8,7,2020,0,
51,D0,N0,Helena,B5,3,8/7/2020,8,7,2020,0,
52,D1,N1,Han-NE,B5,4,8/7/2020,8,7,2020,38,M
52,D1,N1,Han-NE,B5,4,8/7/2020,8,7,2020,13,V
52,D1,N1,Han-NE,B5,4,8/7/2020,8,7,2020,23,V
52,D1,N1,Han-NE,B5,4,8/7/2020,8,7,2020,16,V
52,D1,N1,Han-NE,B5,4,8/7/2020,8,7,2020,31,M
52,D1,N1,Han-NE,B5,4,8/7/2020,8,7,2020,0,
53,D1,N0,CFX-1,B5,5,8/7/2020,8,7,2020,0,
53,D1,N0,CFX-1,B5,5,8/7/2020,8,7,2020,0,
53,D1,N0,CFX-1,B5,5,8/7/2020,8,7,2020,0,
53,D1,N0,CFX-1,B5,5,8/7/2020,8,7,2020,0,
53,D1,N0,CFX-1,B5,5,8/7/2020,8,7,2020,0,
53,D1,N0,CFX-1,B5,5,8/7/2020,8,7,2020,0,
54,D0,N1,Helena,B5,6,8/7/2020,8,7,2020,0,
54,D0,N1,Helena,B5,6,8/7/2020,8,7,2020,0,
54,D0,N1,Helena,B5,6,8/7/2020,8,7,2020,0,
54,D0,N1,Helena,B5,6,8/7/2020,8,7,2020,0,
54,D0,N1,Helena,B5,6,8/7/2020,8,7,2020,0,
54,D0,N1,Helena,B5,6,8/7/2020,8,7,2020,0,
55,D0,N1,CFX-1,B5,7,8/7/2020,8,7,2020,0,
55,D0,N1,CFX-1,B5,7,8/7/2020,8,7,2020,0,
55,D0,N1,CFX-1,B5,7,8/7/2020,8,7,2020,0,
55,D0,N1,CFX-1,B5,7,8/7/2020,8,7,2020,0,
55,D0,N1,CFX-1,B5,7,8/7/2020,8,7,2020,0,
55,D0,N1,CFX-1,B5,7,8/7/2020,8,7,2020,0,
56,D1,N0,Helena,B5,8,8/7/2020,8,7,2020,12,V
56,D1,N0,Helena,B5,8,8/7/2020,8,7,2020,0,
56,D1,N0,Helena,B5,8,8/7/2020,8,7,2020,0,
56,D1,N0,Helena,B5,8,8/7/2020,8,7,2020,0,
56,D1,N0,Helena,B5,8,8/7/2020,8,7,2020,0,
56,D1,N0,Helena,B5,8,8/7/2020,8,7,2020,0,
57,D1,N1,CFX-1,B5,9,8/7/2020,8,7,2020,0,
57,D1,N1,CFX-1,B5,9,8/7/2020,8,7,2020,0,
57,D1,N1,CFX-1,B5,9,8/7/2020,8,7,2020,0,
57,D1,N1,CFX-1,B5,9,8/7/2020,8,7,2020,0,
57,D1,N1,CFX-1,B5,9,8/7/2020,8,7,2020,0,
57,D1,N1,CFX-1,B5,9,8/7/2020,8,7,2020,0,
58,D1,N1,Helena,B5,10,8/7/2020,8,7,2020,11,
58,D1,N1,Helena,B5,10,8/7/2020,8,7,2020,10,
58,D1,N1,Helena,B5,10,8/7/2020,8,7,2020,23,
58,D1,N1,Helena,B5,10,8/7/2020,8,7,2020,17,
58,D1,N1,Helena,B5,10,8/7/2020,8,7,2020,10,
58,D1,N1,Helena,B5,10,8/7/2020,8,7,2020,8,
59,D0,N0,Han-NE,B5,11,8/7/2020,8,7,2020,0,
59,D0,N0,Han-NE,B5,11,8/7/2020,8,7,2020,0,
59,D0,N0,Han-NE,B5,11,8/7/2020,8,7,2020,0,
59,D0,N0,Han-NE,B5,11,8/7/2020,8,7,2020,0,
59,D0,N0,Han-NE,B5,11,8/7/2020,8,7,2020,0,
59,D0,N0,Han-NE,B5,11,8/7/2020,8,7,2020,0,
60,D1,N0,Han-NE,B5,12,8/7/2020,8,7,2020,14,F
60,D1,N0,Han-NE,B5,12,8/7/2020,8,7,2020,5,V
60,D1,N0,Han-NE,B5,12,8/7/2020,8,7,2020,13,V
60,D1,N0,Han-NE,B5,12,8/7/2020,8,7,2020,18,M
60,D1,N0,Han-NE,B5,12,8/7/2020,8,7,2020,12,V
60,D1,N0,Han-NE,B5,12,8/7/2020,8,7,2020,9,V
61,D0,N0,Han-NE,B6,1,8/7/2020,8,7,2020,0,
61,D0,N0,Han-NE,B6,1,8/7/2020,8,7,2020,0,
61,D0,N0,Han-NE,B6,1,8/7/2020,8,7,2020,0,
61,D0,N0,Han-NE,B6,1,8/7/2020,8,7,2020,0,
61,D0,N0,Han-NE,B6,1,8/7/2020,8,7,2020,0,
61,D0,N0,Han-NE,B6,1,8/7/2020,8,7,2020,0,
62,D1,N1,CFX-1,B6,2,8/7/2020,8,7,2020,10,F
62,D1,N1,CFX-1,B6,2,8/7/2020,8,7,2020,0,
62,D1,N1,CFX-1,B6,2,8/7/2020,8,7,2020,0,
62,D1,N1,CFX-1,B6,2,8/7/2020,8,7,2020,0,
62,D1,N1,CFX-1,B6,2,8/7/2020,8,7,2020,0,
62,D1,N1,CFX-1,B6,2,8/7/2020,8,7,2020,0,
63,D0,N0,CFX-1,B6,3,8/7/2020,8,7,2020,0,
63,D0,N0,CFX-1,B6,3,8/7/2020,8,7,2020,0,
63,D0,N0,CFX-1,B6,3,8/7/2020,8,7,2020,0,
63,D0,N0,CFX-1,B6,3,8/7/2020,8,7,2020,0,
63,D0,N0,CFX-1,B6,3,8/7/2020,8,7,2020,0,
63,D0,N0,CFX-1,B6,3,8/7/2020,8,7,2020,0,
64,D0,N0,Helena,B6,4,8/7/2020,8,7,2020,0,
64,D0,N0,Helena,B6,4,8/7/2020,8,7,2020,0,
64,D0,N0,Helena,B6,4,8/7/2020,8,7,2020,0,
64,D0,N0,Helena,B6,4,8/7/2020,8,7,2020,0,
64,D0,N0,Helena,B6,4,8/7/2020,8,7,2020,0,
